member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA101357,54,13,33229.22,1570413.14,-2.95,9,43,1,No,Balanced,Corporate,Medium,0,High Risk,0
MSA101358,68,7,29889.13,1396182.87,16.35,9,18,2,Yes,Growth,SME,Low,4,High Risk,0
MSA101359,64,9,32527.55,2052245.79,5.94,8,47,0,No,Growth,Private,Medium,9,Medium Risk,0
MSA101360,32,22,27594.87,3065628.2,8.1,7,37,4,Yes,High Growth,SME,Low,4,High Risk,0
MSA101361,66,22,42735.67,2755942.48,-7.3,3,48,8,No,Conservative,Corporate,Medium,1,Medium Risk,0
MSA101362,73,11,37803.15,1328659.66,-0.71,7,48,1,Yes,Balanced,Corporate,High,5,Medium Risk,0
MSA101363,73,14,35780.97,4653754.54,2.8,6,49,11,No,Balanced,SME,Low,9,Low Risk,0
MSA101364,59,4,29720.5,694334.75,2.42,9,41,6,Yes,Growth,Private,Medium,8,Low Risk,0
MSA101365,67,13,16013.96,418970.44,13.35,5,27,4,Yes,Balanced,Private,Low,5,Medium Risk,0
MSA101366,63,2,14422.01,3158446.03,-1.53,2,55,1,No,Conservative,Self Employed,High,7,Medium Risk,0
MSA101367,41,23,24846.48,900433.48,-4.54,1,35,7,Yes,Balanced,Government,Medium,9,Medium Risk,0
MSA101368,48,5,31628.7,2724671.53,7.48,7,52,10,Yes,Balanced,Corporate,Medium,2,High Risk,0
MSA101369,66,11,29065.51,4968978.76,8.45,6,45,14,Yes,Growth,Private,High,9,High Risk,0
MSA101370,73,6,36678.5,3568828.34,-6.35,4,54,12,No,Balanced,Corporate,Medium,1,Medium Risk,0
MSA101371,46,18,28993.31,3291734.07,-9.93,3,35,12,No,High Growth,Government,Medium,3,Medium Risk,0
MSA101372,39,21,18237.75,2956094.86,17.53,5,28,5,Yes,High Growth,Corporate,Low,8,Medium Risk,0
MSA101373,41,10,16235.89,965978.3,-7.61,2,39,3,Yes,Conservative,Private,Medium,8,Medium Risk,0
MSA101374,45,4,23485.77,2217261.73,16.94,4,38,12,Yes,Conservative,Self Employed,High,2,Medium Risk,0
MSA101375,53,9,16251.25,1914568.36,1.98,4,9,3,No,Conservative,SME,Medium,0,Medium Risk,0
MSA101376,48,6,25067.63,4935418.89,9.59,5,12,1,Yes,Conservative,SME,Low,0,Medium Risk,0
MSA101377,37,2,33430.81,1409167.15,-4.43,5,15,2,No,Growth,Private,Medium,3,Low Risk,0
MSA101378,60,17,27132.01,2577262.04,14.72,3,21,14,Yes,Balanced,Private,Low,3,Medium Risk,0
MSA101379,50,5,26157.28,4720094.85,-4.59,9,52,6,Yes,Growth,Government,Medium,9,Low Risk,0
MSA101380,46,6,16244.11,4047389.23,1.6,4,35,2,No,Conservative,Corporate,Low,5,Low Risk,0
MSA101381,52,12,17307.62,4971532.43,-2.86,3,42,12,Yes,Balanced,Government,Low,4,Low Risk,1
MSA101382,66,23,23517.22,3203379.76,15.13,3,33,4,No,High Growth,SME,Medium,5,Low Risk,0
MSA101383,45,21,22387.02,1808090.93,15.75,4,51,9,Yes,Growth,Corporate,High,9,Low Risk,0
MSA101384,35,10,19466.84,4227734.39,1.16,2,19,5,Yes,Balanced,Government,High,6,Medium Risk,0
MSA101385,37,22,25761.36,1638975.54,-0.78,1,55,5,Yes,High Growth,SME,Medium,6,Medium Risk,0
MSA101386,54,21,24193.07,872162.37,13.21,6,23,13,No,High Growth,Corporate,Medium,9,Medium Risk,0
MSA101387,47,6,34876.58,3699339.63,16.36,7,13,3,No,Conservative,Self Employed,Medium,9,Medium Risk,0
MSA101388,54,8,13324.11,3393230.53,8.72,6,44,5,Yes,High Growth,Self Employed,Medium,8,Medium Risk,0
MSA101389,41,2,19592.66,4583071.07,17.82,8,1,2,Yes,High Growth,Government,Medium,5,Medium Risk,0
MSA101390,44,12,14302.54,4987763.55,1.49,1,51,6,Yes,Conservative,Private,High,7,Low Risk,0
MSA101391,55,13,28213.67,4424673.06,-5.44,9,29,6,No,Balanced,Corporate,Low,1,Medium Risk,0
MSA101392,70,21,35432.28,441850.9,-4.61,2,24,3,No,Balanced,Government,Low,7,Medium Risk,0
MSA101393,74,7,31658.93,3530072.49,10.09,7,16,1,Yes,Conservative,Private,High,8,Medium Risk,0
MSA101394,55,10,22899.28,4025580.44,2.23,2,25,10,Yes,Growth,Private,High,3,Medium Risk,0
MSA101395,61,13,28158.89,5096311.19,-5.31,9,55,6,Yes,Conservative,Corporate,Low,4,High Risk,0
MSA101396,39,17,18024.94,2029771.43,-1.23,6,23,2,Yes,Balanced,Corporate,High,4,Medium Risk,0
MSA101397,45,21,35942.35,1051830.86,5.92,2,28,14,Yes,Growth,Private,Medium,1,Medium Risk,0
MSA101398,36,14,14556.3,4366864.66,-6.36,7,47,0,No,Conservative,SME,High,4,Medium Risk,0
MSA101399,46,2,29833.07,1860967.38,-9.9,1,16,1,No,Balanced,Government,High,8,Medium Risk,0
MSA101400,52,22,35113.39,3046661.38,17.52,8,43,9,Yes,Balanced,Corporate,High,3,Medium Risk,0
MSA101401,55,11,39389.14,2013015.08,-0.85,7,56,8,Yes,Balanced,Private,High,9,High Risk,0
MSA101402,50,1,30053.57,2238338.97,-3.36,3,38,11,Yes,High Growth,SME,Low,2,Medium Risk,1
MSA101403,51,19,14467.73,3754932.17,10.95,4,11,14,Yes,High Growth,Self Employed,Low,6,Medium Risk,0
MSA101404,36,21,13907.92,1927350.87,15.6,1,3,7,Yes,Growth,Private,Low,7,Low Risk,0
MSA101405,43,4,38118.13,3725368.81,8.97,7,15,14,No,Growth,SME,Low,9,High Risk,0
MSA101406,44,19,18627.07,194606.85,-2.37,4,1,14,Yes,Growth,Self Employed,Medium,5,Medium Risk,1
MSA101407,36,21,12597.9,1689822.58,15.85,6,7,13,Yes,High Growth,SME,Medium,5,Medium Risk,0
MSA101408,38,11,15167.63,1795883.96,5.31,10,1,5,Yes,Growth,Corporate,Low,4,High Risk,0
MSA101409,37,8,23998.72,3824266.67,1.44,4,49,13,Yes,Balanced,Private,Low,5,Medium Risk,0
MSA101410,52,11,22438.22,1821765.72,8.14,10,32,5,Yes,Balanced,Self Employed,Low,8,Medium Risk,0
MSA101411,58,4,32436.51,3247674.31,11.02,7,9,13,No,Growth,SME,High,1,Low Risk,0
MSA101412,47,17,25806.5,3483299.79,7.81,3,29,0,Yes,Growth,Self Employed,Medium,9,Medium Risk,0
MSA101413,60,7,34867.13,3438542.44,17.61,5,26,1,Yes,High Growth,Government,Medium,2,Medium Risk,0
MSA101414,59,8,11160.76,3169207.72,8.84,8,23,3,Yes,Balanced,Private,High,0,Medium Risk,0
MSA101415,68,3,20307.11,2172006.4,16.36,5,45,2,Yes,Conservative,Corporate,High,3,Low Risk,0
MSA101416,64,22,34703.79,2005358.64,7.61,2,43,13,No,Conservative,Self Employed,High,1,Medium Risk,0
MSA101417,47,2,33981.24,2908716.09,-0.11,3,29,0,No,High Growth,SME,Medium,5,Low Risk,0
MSA101418,71,23,20782.03,597666.36,5.97,8,52,7,No,High Growth,Self Employed,High,0,High Risk,0
MSA101419,68,15,36595.97,4422625.22,-7.41,7,38,6,No,High Growth,SME,High,7,Medium Risk,0
MSA101420,46,24,9762.33,4302797.96,-3.09,6,33,3,Yes,Balanced,Self Employed,High,9,Medium Risk,0
MSA101421,43,22,27035.71,1942688.35,12.99,3,7,11,Yes,Growth,Corporate,Low,5,Medium Risk,1
MSA101422,60,22,22168.1,2966339.66,9.84,9,12,11,Yes,Growth,Corporate,High,8,High Risk,0
MSA101423,53,5,16984.26,4868644.11,-5.0,10,31,8,Yes,High Growth,Private,Low,5,Medium Risk,0
MSA101424,64,24,35687.85,1552074.15,3.14,1,32,10,No,Balanced,Corporate,Medium,9,Medium Risk,0
MSA101425,73,1,23811.49,3778423.58,-5.74,2,54,13,Yes,Conservative,Self Employed,Medium,6,High Risk,1
MSA101426,74,4,21771.1,667663.45,15.67,9,20,3,Yes,High Growth,Self Employed,Medium,4,Medium Risk,0
MSA101427,63,15,16883.59,2765107.13,-6.72,8,55,0,No,Balanced,Corporate,Low,7,Medium Risk,0
MSA101428,32,20,14191.63,4611552.19,9.63,7,51,14,Yes,High Growth,Government,High,7,Low Risk,0
MSA101429,66,19,28030.15,2980676.96,8.21,10,17,9,Yes,Balanced,Self Employed,Medium,9,Medium Risk,0
MSA101430,72,3,24923.11,3185657.49,4.18,7,36,14,Yes,Balanced,Private,High,8,High Risk,0
MSA101431,69,20,18168.31,4617282.5,-1.65,3,3,0,No,High Growth,Government,Low,5,Medium Risk,1
MSA101432,55,11,20835.35,3840006.17,2.12,8,1,0,Yes,Growth,Corporate,Medium,0,Medium Risk,0
MSA101433,52,17,28206.34,3690099.92,14.19,7,50,0,No,High Growth,SME,High,8,Medium Risk,0
MSA101434,73,13,29583.75,3134481.91,12.85,10,27,3,No,Growth,Self Employed,High,2,Low Risk,0
MSA101435,68,11,33077.36,3357693.64,12.16,3,53,0,Yes,Growth,SME,Medium,8,Low Risk,0
MSA101436,44,2,19177.64,4201197.85,12.49,6,47,1,Yes,Conservative,Private,High,6,Medium Risk,0
MSA101437,33,9,34713.23,4925926.76,-5.68,8,40,3,Yes,Balanced,Government,Low,2,Medium Risk,0
MSA101438,58,2,27723.69,4052506.5,-7.03,4,33,6,Yes,High Growth,SME,Medium,8,Medium Risk,0
MSA101439,51,21,30086.69,3754634.32,15.84,4,20,1,Yes,Balanced,Private,Medium,6,High Risk,0
MSA101440,54,9,23796.85,726021.17,15.12,9,14,7,Yes,Conservative,SME,Medium,6,Medium Risk,0
MSA101441,42,9,18580.92,4126045.92,10.44,5,36,12,Yes,Growth,SME,Medium,6,Low Risk,0
MSA101442,47,8,28239.88,3894766.12,8.18,7,5,6,Yes,High Growth,Private,Low,1,Low Risk,0
MSA101443,62,17,11856.15,3965520.37,1.01,9,23,8,Yes,Balanced,Self Employed,Low,3,Medium Risk,0
MSA101444,45,1,28454.98,1350540.57,-3.28,3,45,13,Yes,Conservative,SME,High,9,Medium Risk,1
MSA101445,74,11,37588.22,4572975.3,10.03,10,56,5,No,Growth,Private,Low,7,Medium Risk,0
MSA101446,71,8,31069.62,659741.77,17.39,7,15,3,Yes,Growth,SME,High,1,Medium Risk,0
MSA101447,73,10,32722.19,1541904.68,3.11,5,6,5,Yes,Balanced,Self Employed,High,3,Low Risk,0
MSA101448,31,7,36951.54,3362994.02,-0.9,5,33,14,Yes,Growth,Private,Medium,9,Medium Risk,0
MSA101449,64,3,24837.5,3419431.6,-1.88,10,55,3,Yes,Conservative,SME,High,7,Medium Risk,0
MSA101450,71,3,20556.73,1685525.6,-9.29,3,19,6,No,Growth,Corporate,Medium,2,Medium Risk,0
MSA101451,63,18,25133.98,3559195.9,5.61,4,13,8,Yes,High Growth,Self Employed,High,5,Low Risk,0
MSA101452,59,5,22483.89,2137302.16,19.65,4,29,2,Yes,High Growth,SME,Low,1,Medium Risk,0
MSA101453,42,12,16736.3,245839.8,14.46,4,6,2,No,Balanced,Government,Medium,7,Medium Risk,0
MSA101454,42,12,17964.74,1014069.35,16.92,5,15,1,Yes,Conservative,Private,High,7,Medium Risk,0
MSA101455,47,19,31301.0,4526471.46,8.63,10,16,0,Yes,Growth,SME,Low,0,Low Risk,0
MSA101456,61,6,34117.14,1250479.36,4.44,9,24,13,Yes,Growth,Self Employed,Low,2,Medium Risk,0
MSA101457,61,2,36250.7,678730.18,19.71,4,23,0,Yes,Growth,Self Employed,Medium,1,Medium Risk,0
MSA101458,64,12,29530.26,3455418.0,3.41,5,48,12,Yes,High Growth,Government,Medium,6,Low Risk,0
MSA101459,68,19,36342.18,2294300.89,17.5,7,10,2,Yes,Conservative,Government,Medium,6,Medium Risk,0
MSA101460,58,5,23737.06,4144240.14,12.86,1,54,13,Yes,Growth,SME,High,3,Medium Risk,0
MSA101461,58,12,43309.14,4360998.43,-0.07,8,41,6,Yes,Balanced,Corporate,Medium,7,Low Risk,0
MSA101462,73,17,28384.95,4319905.94,5.09,9,41,14,Yes,Conservative,Self Employed,Low,2,Medium Risk,0
MSA101463,45,17,35947.08,1837707.64,1.53,9,49,10,Yes,Conservative,Corporate,Low,8,Low Risk,0
MSA101464,73,10,29889.83,2796135.39,-5.91,4,17,8,Yes,Growth,Corporate,Medium,4,Low Risk,0
MSA101465,39,23,38411.6,3454500.59,0.7,5,49,13,No,High Growth,SME,Medium,1,Medium Risk,0
MSA101466,59,17,29557.97,1832916.28,16.67,1,56,1,Yes,Conservative,Private,Low,8,Low Risk,0
MSA101467,54,15,9748.89,426896.61,12.58,5,44,6,Yes,Balanced,Private,High,0,Medium Risk,0
MSA101468,68,12,17835.97,2538021.69,-1.67,5,45,0,Yes,Conservative,Private,Low,7,Low Risk,0
MSA101469,49,16,17696.36,125715.75,1.04,9,30,1,No,High Growth,Government,Low,5,Low Risk,0
MSA101470,34,24,10178.53,4783458.84,8.49,9,44,5,No,Balanced,Self Employed,Low,0,Medium Risk,0
MSA101471,30,19,15565.63,4205308.05,2.48,10,46,10,No,High Growth,Government,Medium,3,Medium Risk,0
MSA101472,59,8,26989.26,1021181.39,5.09,9,10,4,No,Growth,Self Employed,High,2,Medium Risk,0
MSA101473,32,21,27631.95,1590676.16,10.95,1,55,7,Yes,Conservative,Self Employed,High,6,Medium Risk,0
MSA101474,74,17,32908.37,5011088.81,4.02,7,19,11,No,Balanced,Self Employed,Medium,6,Medium Risk,0
MSA101475,43,23,13098.26,1941485.34,-4.27,2,29,10,Yes,High Growth,SME,Low,5,Medium Risk,1
MSA101476,59,5,27271.54,4174274.67,5.62,3,2,1,No,Growth,Private,Medium,9,Low Risk,0
MSA101477,33,22,26050.22,2407055.57,0.68,6,36,0,No,Balanced,Government,Medium,9,Low Risk,0
MSA101478,47,16,32463.94,4487186.82,-1.28,7,19,6,Yes,Conservative,Government,High,7,Medium Risk,0
MSA101479,66,6,40035.83,3734800.87,-0.16,7,7,5,No,Conservative,SME,High,6,Low Risk,0
MSA101480,54,8,21442.88,189462.8,3.17,1,26,7,Yes,High Growth,Self Employed,Medium,3,Medium Risk,0
MSA101481,30,18,22736.91,1547158.94,16.6,2,15,10,No,Balanced,Private,Medium,6,Low Risk,0
MSA101482,44,12,22744.96,3032304.96,12.02,2,47,14,Yes,Growth,Corporate,High,0,Medium Risk,0
MSA101483,38,15,16120.11,4861797.52,10.04,2,56,14,Yes,Growth,Corporate,High,2,Low Risk,0
MSA101484,44,9,33044.11,722481.98,4.14,3,38,12,Yes,Growth,SME,Low,1,Medium Risk,0
MSA101485,53,13,18991.61,3117243.56,-9.95,7,3,13,No,High Growth,Private,Medium,6,Medium Risk,1
MSA101486,33,15,15709.3,1635438.82,0.22,8,38,7,Yes,Growth,Corporate,Low,8,Medium Risk,0
MSA101487,41,10,23237.76,4635600.52,14.4,5,16,1,Yes,Balanced,Corporate,Low,4,Low Risk,0
MSA101488,66,16,26953.12,3920186.57,1.65,7,2,13,Yes,High Growth,Government,Low,8,Low Risk,1
MSA101489,66,7,33909.02,1891069.47,6.91,3,31,7,Yes,Conservative,Private,High,7,Low Risk,0
MSA101490,72,17,28360.85,960369.66,-3.86,10,28,5,No,High Growth,Corporate,Low,0,Low Risk,0
MSA101491,35,23,23224.98,304940.96,17.48,4,7,8,Yes,High Growth,Government,High,1,Low Risk,0
MSA101492,68,21,12009.08,3322556.53,17.7,9,30,11,No,High Growth,Private,High,5,Medium Risk,0
MSA101493,53,22,11013.24,2217443.85,-5.62,10,43,6,No,Balanced,Self Employed,High,4,Medium Risk,0
MSA101494,40,7,17633.21,1712908.64,11.72,9,58,1,Yes,Conservative,Private,Medium,6,Medium Risk,0
MSA101495,42,14,35472.45,5109030.34,-7.74,2,7,7,No,Conservative,SME,Low,8,Medium Risk,1
MSA101496,63,15,18774.13,2511023.57,7.96,7,36,8,No,High Growth,Government,High,3,High Risk,0
MSA101497,54,21,37322.31,3912854.45,-4.64,2,29,6,No,High Growth,Self Employed,Medium,7,Medium Risk,0
MSA101498,36,7,29216.64,1069682.47,-5.63,1,24,3,Yes,High Growth,Government,Medium,3,Medium Risk,0
MSA101499,33,9,10800.39,288165.53,-9.88,1,52,8,Yes,Balanced,Government,Medium,2,Low Risk,0
MSA101500,37,19,20670.23,2329092.97,18.23,9,39,3,Yes,Balanced,Corporate,High,1,Medium Risk,0
MSA101501,49,16,36476.27,3465198.93,14.88,9,4,11,No,Growth,Private,High,7,High Risk,0
MSA101502,58,8,37154.33,2752495.55,-7.68,3,29,3,Yes,Conservative,Government,High,7,Low Risk,0
MSA101503,74,18,26274.9,4624216.98,7.98,6,44,8,Yes,Growth,Government,Medium,2,Medium Risk,0
MSA101504,39,23,31360.71,2204665.79,-3.01,10,5,13,Yes,Growth,SME,High,0,Medium Risk,1
MSA101505,72,18,30184.06,1618772.93,-2.08,5,55,7,No,High Growth,SME,Low,5,Low Risk,0
MSA101506,63,20,29109.65,4786856.95,16.23,5,29,3,Yes,Balanced,SME,High,4,Medium Risk,0
MSA101507,55,7,33873.67,2290026.28,-6.57,5,30,13,Yes,Growth,Government,High,7,Medium Risk,0
MSA101508,70,3,21507.36,1462011.92,8.04,8,29,7,No,Growth,Self Employed,Low,5,Medium Risk,0
MSA101509,32,18,22803.38,620321.33,2.04,5,26,14,No,Growth,Private,High,3,Medium Risk,0
MSA101510,35,10,34310.98,4010601.38,-4.28,8,19,7,No,High Growth,Government,High,9,Medium Risk,0
MSA101511,34,7,30021.27,4364611.73,3.56,5,26,6,Yes,High Growth,Corporate,High,9,Medium Risk,0
MSA101512,34,17,24864.48,459791.03,18.21,3,37,9,No,Balanced,Self Employed,High,1,Medium Risk,0
MSA101513,52,14,14905.29,1999208.71,13.45,4,27,12,Yes,Growth,Self Employed,Medium,7,Medium Risk,0
MSA101514,38,24,26948.18,3971508.45,-6.04,2,30,5,No,Growth,Private,High,4,Low Risk,0
MSA101515,64,3,37643.92,4954227.15,15.48,5,51,7,Yes,Balanced,Self Employed,Low,7,Low Risk,0
MSA101516,49,12,32964.26,2102932.51,18.12,2,53,6,No,Balanced,Private,Low,4,Low Risk,0
MSA101517,71,13,36552.7,4478217.49,-1.69,8,30,4,Yes,Balanced,Self Employed,Medium,5,Medium Risk,0
MSA101518,64,2,34038.3,2054197.01,0.0,5,3,11,Yes,Conservative,Private,High,9,Medium Risk,1
MSA101519,47,3,26188.96,1056949.4,-6.21,8,59,12,No,Balanced,SME,Low,4,High Risk,1
MSA101520,46,5,9284.58,72825.41,0.35,10,58,12,Yes,High Growth,SME,Medium,2,High Risk,0
MSA101521,53,11,29454.41,1824363.06,10.19,9,43,3,No,Conservative,Self Employed,High,9,Medium Risk,0
MSA101522,32,8,28749.86,1986477.5,-1.84,10,7,13,Yes,Balanced,Self Employed,Medium,7,High Risk,1
MSA101523,61,23,22272.04,4851473.77,-9.8,6,49,11,Yes,High Growth,Private,High,2,Medium Risk,0
MSA101524,64,23,20444.29,1118015.75,0.16,2,57,1,No,Balanced,Private,Medium,3,Low Risk,0
MSA101525,67,12,29885.65,2118211.0,3.6,9,9,10,No,Balanced,Government,Medium,5,Medium Risk,0
MSA101526,42,7,19117.28,325916.94,6.99,9,53,7,Yes,Conservative,SME,Low,1,Medium Risk,0
MSA101527,54,15,26879.32,3980214.69,10.51,9,41,8,Yes,High Growth,Government,Low,6,Medium Risk,0
MSA101528,38,24,27085.56,4661819.12,-8.15,7,42,3,Yes,Growth,Government,Medium,4,High Risk,0
MSA101529,33,17,16372.48,1250386.2,4.09,7,13,3,Yes,Balanced,Corporate,High,9,High Risk,0
MSA101530,43,4,17329.45,2302882.8,-2.01,1,15,4,Yes,Conservative,Private,High,4,Low Risk,0
MSA101531,66,22,24261.5,758646.48,18.44,8,54,1,No,High Growth,Corporate,High,4,Low Risk,0
MSA101532,63,13,27185.19,2356837.38,0.8,2,5,6,Yes,Balanced,Corporate,High,1,High Risk,0
MSA101533,40,18,15574.38,751719.2,-7.0,3,29,14,No,Growth,Government,High,9,High Risk,0
MSA101534,70,1,36630.05,2682835.05,-8.76,6,35,4,Yes,High Growth,Corporate,Low,8,Medium Risk,1
MSA101535,32,16,25271.08,3864949.1,-2.04,5,27,5,Yes,High Growth,Private,Medium,2,Medium Risk,0
MSA101536,57,13,30791.84,2992727.74,-4.63,1,27,3,No,Conservative,Government,Low,6,Medium Risk,0
MSA101537,58,10,34962.25,1449372.91,9.49,8,8,7,Yes,Balanced,Private,High,4,Medium Risk,0
MSA101538,38,12,17098.62,1878095.13,15.41,9,32,7,Yes,Balanced,Self Employed,Medium,9,High Risk,0
MSA101539,32,2,20728.92,3411926.05,-0.62,7,20,11,Yes,High Growth,Corporate,High,9,Low Risk,1
MSA101540,54,23,34084.9,3159830.32,7.33,6,10,4,No,Balanced,Government,High,4,Medium Risk,0
MSA101541,63,3,37394.93,749229.2,11.91,10,13,11,No,High Growth,SME,Medium,3,Medium Risk,0
MSA101542,41,10,37393.37,4395382.89,1.95,2,29,5,Yes,Growth,Private,High,9,High Risk,0
MSA101543,71,2,30111.1,2479562.12,-8.01,8,35,2,Yes,Conservative,Corporate,Low,5,High Risk,1
MSA101544,38,23,12058.4,989591.66,-3.12,2,54,0,Yes,Balanced,Private,Low,6,Low Risk,0
MSA101545,44,13,8994.86,706714.39,16.49,4,8,8,No,Balanced,Private,Low,6,Medium Risk,0
MSA101546,69,13,24778.87,5065889.28,14.73,6,29,8,Yes,Conservative,Self Employed,High,7,Medium Risk,0
MSA101547,54,18,18696.52,1654905.8,-7.4,8,31,2,Yes,Growth,Private,Low,4,Medium Risk,0
MSA101548,34,3,14844.99,4794651.26,-3.28,1,41,3,Yes,Growth,Self Employed,High,6,Medium Risk,0
MSA101549,40,7,32960.06,2163695.23,13.07,3,30,12,Yes,Growth,Self Employed,High,3,Medium Risk,0
MSA101550,63,14,29445.84,2024549.08,4.58,6,22,6,Yes,Growth,Self Employed,Low,8,Medium Risk,0
MSA101551,53,20,14834.02,3630031.4,12.8,6,21,1,Yes,Growth,Corporate,Low,4,High Risk,0
MSA101552,44,17,31542.7,211014.27,-3.67,7,12,11,Yes,High Growth,Private,High,2,High Risk,0
MSA101553,67,21,34495.9,1730690.13,18.58,4,11,2,Yes,Balanced,Private,High,4,Low Risk,0
MSA101554,37,12,26703.8,1783087.28,13.51,6,2,5,Yes,Balanced,Self Employed,High,8,Medium Risk,0
MSA101555,34,16,32537.97,4582408.57,-4.08,3,50,10,Yes,Balanced,Private,High,7,Low Risk,0
MSA101556,55,24,37440.68,2712606.52,6.75,3,41,7,Yes,High Growth,Private,Low,0,Low Risk,0
MSA101557,47,12,29145.33,2044497.28,-6.61,6,2,14,No,Conservative,Self Employed,High,4,Low Risk,1
MSA101558,35,15,8781.36,1564272.59,0.84,7,34,0,No,Growth,SME,High,5,Medium Risk,0
MSA101559,66,10,18107.03,3084193.55,9.79,2,3,3,No,Conservative,SME,High,9,Medium Risk,0
MSA101560,42,7,22094.02,938867.05,-0.1,2,16,14,No,Growth,Self Employed,High,1,Medium Risk,0
MSA101561,57,20,17189.81,1359330.6,9.7,6,51,0,No,Growth,Corporate,High,5,Medium Risk,0
MSA101562,34,5,42047.17,1721862.22,-2.66,3,4,1,No,Conservative,Private,Medium,8,Medium Risk,0
MSA101563,42,1,34577.86,3117651.29,11.64,5,23,7,Yes,Balanced,Private,Medium,3,Medium Risk,0
MSA101564,46,17,27302.61,2019728.05,0.79,5,57,5,Yes,High Growth,SME,Medium,2,Medium Risk,0
MSA101565,69,3,31177.83,2596382.34,13.71,3,50,8,No,Conservative,Self Employed,Low,8,Low Risk,0
MSA101566,74,13,33814.39,3414474.41,-5.9,1,20,1,No,Balanced,Corporate,High,1,Low Risk,0
MSA101567,61,14,19710.5,4798023.42,0.86,9,25,2,Yes,Growth,Self Employed,Low,8,Medium Risk,0
MSA101568,58,24,24883.69,3916306.12,3.92,7,30,8,Yes,Balanced,SME,High,9,High Risk,0
MSA101569,32,18,38205.41,2213397.06,2.72,7,18,8,Yes,Growth,SME,Medium,1,Low Risk,0
MSA101570,69,4,17959.57,3925729.1,2.99,6,42,12,Yes,Growth,Private,High,9,Medium Risk,0
MSA101571,63,18,18625.14,4880218.2,3.34,7,11,5,Yes,Balanced,Government,Low,2,Medium Risk,0
MSA101572,69,5,23759.55,2632519.7,19.66,9,29,13,Yes,Growth,Corporate,Low,6,Low Risk,0
MSA101573,56,16,33193.94,2168130.82,-4.21,7,17,14,Yes,High Growth,Corporate,High,1,Medium Risk,0
MSA101574,42,1,28453.11,555343.56,13.06,3,26,2,Yes,Balanced,Government,Low,0,High Risk,0
MSA101575,74,21,31938.61,4558529.33,6.55,6,56,4,Yes,Conservative,SME,Medium,8,Medium Risk,0
MSA101576,62,14,15014.15,1415411.69,2.41,5,57,14,Yes,Growth,Self Employed,High,5,Medium Risk,0
MSA101577,35,15,37134.32,523915.59,9.01,6,23,1,Yes,Growth,Corporate,Medium,8,Medium Risk,0
MSA101578,53,9,18121.91,2950519.26,15.61,6,56,6,No,High Growth,Government,Medium,2,Low Risk,0
MSA101579,48,15,29611.17,4380137.25,4.0,9,52,9,Yes,High Growth,Private,Low,2,Medium Risk,0
MSA101580,45,17,10987.11,2309378.53,15.94,7,48,10,Yes,Conservative,Private,High,9,Medium Risk,0
MSA101581,69,24,27368.09,4001142.98,-7.19,3,20,7,Yes,Growth,SME,Medium,2,Medium Risk,0
MSA101582,57,4,9555.2,4336682.24,9.59,2,45,5,Yes,Conservative,Corporate,Medium,1,Medium Risk,0
MSA101583,62,12,19652.9,2360319.62,-0.0,5,2,7,Yes,Conservative,Self Employed,High,5,Medium Risk,0
MSA101584,70,5,27343.86,3042218.58,1.6,1,24,1,Yes,Growth,Corporate,Low,2,Medium Risk,0
MSA101585,42,5,17130.53,2869864.88,7.13,4,31,2,Yes,Conservative,Private,Medium,4,High Risk,0
MSA101586,72,11,21553.07,4935468.52,4.4,4,27,6,No,Conservative,Corporate,High,4,Low Risk,0
MSA101587,74,6,20581.56,3865415.14,1.45,4,2,9,Yes,High Growth,Private,High,9,Low Risk,0
MSA101588,54,7,32043.95,4685299.91,-0.75,10,57,11,No,High Growth,Government,Medium,2,High Risk,0
MSA101589,71,24,24728.17,1175875.39,8.55,4,14,0,No,Conservative,Government,Medium,2,Low Risk,0
MSA101590,65,14,22271.55,1633551.42,5.17,3,4,6,Yes,Growth,Private,Medium,0,Medium Risk,0
MSA101591,56,24,31836.58,594358.69,-0.3,2,49,5,No,High Growth,Self Employed,Low,5,Medium Risk,0
MSA101592,67,11,11058.1,2601905.39,-3.85,6,13,7,Yes,Conservative,Self Employed,Low,2,Low Risk,0
MSA101593,36,13,20749.23,4620950.21,13.23,2,36,6,No,Balanced,Corporate,High,0,Low Risk,0
MSA101594,34,2,21838.51,1750881.15,13.99,7,35,3,No,Balanced,Private,High,9,Medium Risk,0
MSA101595,72,7,27959.56,779783.43,-3.59,2,44,2,Yes,Conservative,SME,Medium,8,Medium Risk,0
MSA101596,74,20,15565.88,611064.96,-2.15,6,54,2,Yes,Balanced,Self Employed,High,0,Medium Risk,0
MSA101597,60,4,38901.99,2310862.35,-2.83,8,55,14,Yes,High Growth,Self Employed,Low,4,Medium Risk,1
MSA101598,52,8,24678.48,891437.64,16.54,1,8,3,Yes,Growth,Government,High,4,Low Risk,0
MSA101599,71,20,22228.06,1977338.94,13.22,5,2,14,Yes,Conservative,Self Employed,High,1,Low Risk,0
MSA101600,39,22,23442.17,4292030.05,-7.76,5,6,8,Yes,High Growth,Self Employed,Medium,0,Medium Risk,0
